playlist_name,playlist_id,playlist_publish_date,playlist_n_videos,channel_id,channel_name,collection_date
Hall of Fame Class of 2015,PLlVlyGVtvuVlWTeRk3TcKEJ4MwvJb6DRK,2015-09-08 14:54:10.000000,22,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.792763
NBA Mixtape Highlights,PLlVlyGVtvuVks3bo43uTjqMiKc9t9IXaq,2015-08-31 12:46:29.000000,42,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.792814
2015 NBA Summer League,PLlVlyGVtvuVmxobECirdttdVT7JV97JpR,2015-07-05 15:59:41.000000,65,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.792866
NBA Players in China Summer 2015,PLlVlyGVtvuVnr3tT6z4qYYmaEIWhPAhfA,2015-07-03 16:12:35.000000,3,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.792917
Team Top 10s 2014-2015 Season,PLlVlyGVtvuVlbRPTjrnY5EIX_1DANCuMl,2015-07-03 16:06:31.000000,30,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.792968
2015 NBA Draft,PLlVlyGVtvuVn5-fzqDFiICLmsi1Ymnejp,2015-06-24 18:28:52.000000,25,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793019
Must See NBA FINALS Videos,PLlVlyGVtvuVmI-MXBmWblovByIIFQE7h5,2015-05-31 13:42:11.000000,95,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793069
Sprite Presents Drive on the Court,PLlVlyGVtvuVnjBR3S2nDxrUgmObykjNwm,2015-05-29 16:03:52.000000,10,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793120
Sim Bhullar Visits India,PLlVlyGVtvuVmSD-28YPDFfFaZsh7JPkrQ,2015-05-12 19:19:13.000000,4,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793170
Best of 2015 NBA Finals + Playoffs,PLlVlyGVtvuVmFhdwPyym3d6-n8_T_4A_J,2015-04-18 14:43:19.000000,282,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793220
Top 10's of the 2014-15 NBA Season,PLlVlyGVtvuVk5lr-Qp3kb7f2hFskxhUEM,2015-04-18 14:27:27.000000,27,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793270
Houston Rockets vs Washington Wizards on ABC at 12:30ET!!!,PLlVlyGVtvuVlhI_bDPj89AXFjPXZduATj,2015-03-29 12:51:51.000000,8,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793321
The Dance Never Ends,PLlVlyGVtvuVkdRYKL_4GPX4Mbm5awD2gm,2015-03-23 14:56:17.000000,10,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793371
"Atlanta Hawks vs Golden State Warriors, 10:30pm ET ESPN",PLlVlyGVtvuVny6aB6dHhAv9OeAmOnwjsh,2015-03-18 18:01:51.000000,8,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793421
2015 All Star Weekend Must See Videos!,PLlVlyGVtvuVm5gP4c3kRieQ0apZsbBLsu,2015-02-14 07:12:33.000000,46,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793471
All Star in Slow Motion,PLlVlyGVtvuVlwgQwSrPiE9YdcUhR0WceY,2015-02-13 19:46:16.000000,33,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793521
All-Star Mini-Movies,PLlVlyGVtvuVm4FMvGKwe_Q8hyTvv7uqt7,2015-02-13 19:40:20.000000,15,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793571
THE CITY GAME,PLlVlyGVtvuVlfQle10FcswN1dg0DFfFy0,2015-02-11 19:22:22.000000,7,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793620
SPURS HEAD COACH GREGG POPOVICH GETS 1000th WIN!,PLlVlyGVtvuVnLg0PWs6io8hTXR3Ap_WaQ,2015-02-10 01:28:51.000000,14,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793670
2015 All-Star Top 10s,PLlVlyGVtvuVl5SPW90HB95PMiHuoAsDEx,2015-01-23 04:44:15.000000,26,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793720
Top 10s of 2014,PLlVlyGVtvuVmu4tkQ0AjnYSVZu_dxpYU4,2014-12-30 04:29:57.000000,12,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793769
KOBE BRYANT PASSES MICHAEL JORDAN FOR 3RD ON THE ALL-TIME SCORING LIST!,PLlVlyGVtvuVn7Diz-ks9j1j_0-QtVmOn1,2014-12-15 00:51:13.000000,11,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793819
Michael Jordan's Ultimate Playlist,PLlVlyGVtvuVkgpn2zO4JA4tMd5PIZjgOv,2014-12-10 21:36:45.000000,37,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793869
Best of the Month,PLlVlyGVtvuVm9-fXWIBhI3adx2QS52ezN,2014-12-01 15:16:39.000000,28,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793919
The New NBA Swingman Jersey,PLlVlyGVtvuVldPqEJrLQh_pxG7AGI8zj3,2014-11-26 21:47:19.000000,4,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.793969
Posterizing Dunks!,PLlVlyGVtvuVkoBen0r_l_qT98EO47O3Bg,2014-11-06 08:58:22.000000,26,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794018
American Express Homecourt Advantage,PLlVlyGVtvuVnLX467iLo8Cn3Bod5IUmRe,2014-11-03 22:52:07.000000,39,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794067
2014-2015 Opening Week,PLlVlyGVtvuVmMwPWZdnETFnXgxuqCvihP,2014-10-29 01:16:09.000000,57,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794116
Champions Day: San Antonio Spurs - Champions Revealed,PLlVlyGVtvuVmgqMhGYmfxiybBRBgr8D6N,2014-10-27 02:25:29.000000,13,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794165
Champions Day: Top 10's from the San Antonio Spurs,PLlVlyGVtvuVkSIzygBsUN810srimd9V2x,2014-10-27 01:46:16.000000,11,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794214
Champions Day: Best of Phantom from the San Antonio Spurs,PLlVlyGVtvuVmf5qRspDIoNUkWZdV_AFme,2014-10-27 01:36:42.000000,13,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794264
Champions Day: All-Access with the San Antonio Spurs,PLlVlyGVtvuVkwlXdjx7AInYsyYSF2zoEa,2014-10-27 01:14:58.000000,18,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794314
League Pass Look-Backs: 20 Years of League Pass!,PLlVlyGVtvuVkkJAl_nghUrtqvQKh1lIU4,2014-10-26 00:51:20.000000,31,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794363
Taco Bell Buzzer Beaters,PLlVlyGVtvuVlW8rsGD-FJMebDJ-W0iF4m,2014-10-17 03:08:39.000000,23,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794413
The Starters,PLlVlyGVtvuVlBMorPS3sGR4CM6lQ2F5dq,2014-10-15 22:04:35.000000,1466,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794461
2014-15 NBA Season Previews,PLlVlyGVtvuVmMMeQKVrZOAg9MPURAUUlO,2014-10-15 08:16:49.000000,30,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794510
Hang Time Road Trip,PLlVlyGVtvuVm3DuDAIaO81GmousyaoNCk,2014-10-13 23:12:35.000000,10,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794559
2014 NBA Global Games,PLlVlyGVtvuVlnLqeObWzRzuXfblrrUS_Y,2014-10-08 21:42:15.000000,47,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794609
2014-15 Pre-Season,PLlVlyGVtvuVng6eN7PtC33pyjIs1RJIpJ,2014-10-01 12:00:50.000000,114,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794658
Team Top 10s of 2013-14 Season,PLlVlyGVtvuVlWsroGDiU2GTCmC_rlF4wZ,2014-08-11 16:22:12.000000,29,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794707
Hall of Fame Class of 2014,PLlVlyGVtvuVn77FBLdrVitENHKk15e5tO,2014-08-04 20:18:48.000000,22,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:33.794758
2014 Men's USAB Training Camp,PLlVlyGVtvuVnpyvHBvGyg1p8MonnKL34-,2014-07-29 15:37:27.000000,41,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017474
NBA Nation,PLlVlyGVtvuVkyO65PeVEks2nubsYZk73x,2014-07-10 14:43:30.000000,8,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017564
2014 NBA Summer League,PLlVlyGVtvuVmnSIoVaVMx_7KGFypiVmcO,2014-07-07 01:41:16.000000,173,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017632
2014 NBA Draft Crash - Google Hangouts,PLlVlyGVtvuVnJ6dfmV_rx2g8Uc05pWSC-,2014-06-27 04:29:57.000000,6,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017692
2014 NBA Rooks,PLlVlyGVtvuVkA_Z7_vgAawpSLRvUb0aVn,2014-06-23 16:00:10.000000,67,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017751
The 1984 NBA Draft,PLlVlyGVtvuVnAg43cejh4HGzap_MPRNhV,2014-06-07 01:14:35.000000,73,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017808
Must See 2014 NBA Finals Videos,PLlVlyGVtvuVkgYAk5-4HabqwNp7WZu7QZ,2014-06-05 16:18:36.000000,32,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017865
2014 NBA Finals,PLlVlyGVtvuVkcrEODzRcmOjzQk5gQAaE6,2014-06-04 20:31:28.000000,35,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017920
NBA All-Access,PLlVlyGVtvuVlzDWbR0rXf1YnpJ9JL74FV,2014-05-04 07:20:33.000000,339,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.017976
Top 10s of the 2013-2014 Season,PLlVlyGVtvuVk8FpYaubRy3HVGa-K0oW--,2014-04-17 01:22:06.000000,36,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018031
2013-2014 Taco Bell Buzzer Beaters,PLlVlyGVtvuVk_MiL6BbFCu0xxwbOB9Bw0,2014-04-15 18:46:19.000000,16,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018086
USAB Instructional Videos,PLlVlyGVtvuVlE7-rrR3Wac7KQreLAKWW-,2014-03-27 18:31:26.000000,7,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018142
Top 10 NBA Reign On Plays of the Week pres. by Crown Royal,PLlVlyGVtvuVnI3kSrm-sEbtCgPq8-LkzV,2014-03-03 16:07:58.000000,12,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018198
2014 All Star Weekend in New Orleans,PLlVlyGVtvuVlDXAKdub43GaiupzM6Vwg0,2014-02-15 17:13:44.000000,33,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018255
All Star Historical Top 10's,PLlVlyGVtvuVl8vU5qUjZ-x9v7j_HH0nK4,2014-02-12 01:45:05.000000,8,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018311
2014 Sprite Slam Dunk Contest,PLlVlyGVtvuVl5ys6ofPSU6dyYNnH-8y-u,2014-02-08 00:30:21.000000,20,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018366
2014 All-Stars Top 10,PLlVlyGVtvuVndAE4CuLRyxPQ-iplSFsBD,2014-01-24 05:49:03.000000,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018421
Best of Phantom 2014,PLlVlyGVtvuVlnH9_-1WYKOlRZmzCA7NGf,2014-01-02 15:02:19.000000,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018477
Top 10s of 2013,PLlVlyGVtvuVnC_IwjVDFquxnmj_nQ1Ba8,2013-12-26 08:33:26.000000,20,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018532
The Best of Christmas Day,PLlVlyGVtvuVm9GTUwPW3GIkG4SO5cy2vd,2013-12-25 18:23:03.000000,23,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018588
Live D-League Games,PLlVlyGVtvuVnma8ZykpxuVZrIwhLrniCK,2013-11-22 23:50:43.000000,186,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018644
2013-2014 Game-Winners!,PLlVlyGVtvuVn3r7RR52mXPfVEuUu3A_sM,2013-11-08 06:44:35.000000,41,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018737
2013-2014 Ankle-Breakers,PLlVlyGVtvuVlXb4mqt6VfnCop4eALOWPi,2013-11-08 03:07:24.000000,45,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018793
2013-2014 Posterizing Dunks,PLlVlyGVtvuVn75seWiIWpu9zr7InNxlQj,2013-11-08 03:02:57.000000,79,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018849
NBA Rooks - Class of 2013,PLlVlyGVtvuVmhbPWiGEELaUm4uKKJmu4G,2013-10-16 23:29:36.000000,26,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018906
2013 NBA Global Games,PLlVlyGVtvuVllfRnY_BpZd4rIhqqMizar,2013-10-15 18:11:21.000000,51,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.018962
The Ultimate Kobe Bryant Playlist,PLlVlyGVtvuVlOk5X6ejvIWZ4Y1CMTrEu6,2013-08-23 13:01:30.000000,66,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019017
2013 Team Top 10's,PLlVlyGVtvuVkNq8vQijFdF__4zKEyGmAD,2013-08-12 21:22:14.000000,26,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019073
2013 USAB Mini-Camp,PLlVlyGVtvuVnwdaoRt03KYl3PW7SUJxf3,2013-07-24 19:47:46.000000,28,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019128
2013 Sprite Slam Dunk Showdown,PLlVlyGVtvuVkAwK-XaIyH1vmfmfE_jyIk,2013-07-19 19:24:18.000000,9,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019183
Best NBA Bloopers,PLlVlyGVtvuVnL45wR5PGrDYL5hovQo-Gr,2013-07-18 15:57:46.000000,63,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019238
Best of NBA All-Star,PLlVlyGVtvuVmGhNTbhwP2cHRwSAJ155ZJ,2013-07-17 20:19:39.000000,53,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019292
2013 NBA Summer League,PLlVlyGVtvuVmobZ2vdg98ngMyNsIHkmIT,2013-07-09 15:22:01.000000,52,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019347
2013 NBA Draft,PLlVlyGVtvuVlWr10FZbALq28umqxAHoAK,2013-06-26 22:22:53.000000,15,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019403
2013 NBA Finals Micro-Movies,PLlVlyGVtvuVlNKDhW9ImRUIXqe4g8s6NB,2013-06-15 18:55:08.000000,7,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019459
Best from the 2013 NBA Finals,PLlVlyGVtvuVl7nuDg2U7w09s22tTS69wU,2013-06-05 22:39:42.000000,59,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019514
2013 NBA Draft Combine,PLlVlyGVtvuVk65KV6eEVjmQ3x3o_yKnAS,2013-05-16 23:42:32.000000,13,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019570
2013 NBA Playoffs,PLlVlyGVtvuVnXbMp666BIkZy8EhoQ5i37,2013-04-25 21:39:25.000000,80,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019625
NBA Top 10's of  the 2012-13 Season,PLlVlyGVtvuVkPrsrnF3wqOTD3iU1xrdMG,2013-04-19 15:31:33.000000,29,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019680
NBA Superstars Best of Phantom 2013,PLlVlyGVtvuVmmUoX96vprGZBjly9B04Z_,2013-04-13 02:54:00.000000,13,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019735
Michael Jordan at 50,PLlVlyGVtvuVkxjYQNTeBPKELfXePJ5Umo,2013-02-17 10:21:56.000000,10,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019790
2013 All Star,PLlVlyGVtvuVkypSSPAgiSZUdzutj92hyG,2013-02-16 07:54:23.000000,34,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019844
Career Top 10's,PLlVlyGVtvuVmZEMZBPdM61wry1SV040h7,2013-02-12 17:41:12.000000,61,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019899
2013 Sprite Slam Dunk,PLlVlyGVtvuVmRNRlLXC2yC11BeQHWSUGk,2013-02-08 03:04:38.000000,6,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.019955
2013 All-Star Reserves,PLlVlyGVtvuVk0ZxwOdmTZdSRRzHF6qcOX,2013-01-25 09:01:17.000000,14,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020010
NBA Superstar Duels!,PLlVlyGVtvuVlmLYhgXucsk2IX1mZA9c2R,2013-01-23 09:58:13.000000,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020065
2013 All-Star Starters,PLlVlyGVtvuVk1Wy1r5GEpCZGiqNR5RfWp,2013-01-18 23:39:04.000000,20,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020120
Best of the NBA D-League,PLlVlyGVtvuVl38WvynGMiK4H4KQmpQRlg,2013-01-10 20:01:33.000000,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020175
NBA Top 10s of 2012,PLlVlyGVtvuVnvW2S_1PvJBKVwhKmFxciS,2013-01-03 01:55:54.000000,14,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020230
NBA Milestones,PLlVlyGVtvuVkRDKTbKgoowWNCxM_xgG83,2012-12-22 06:08:49.000000,71,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.020286
The Association: Brooklyn Nets,PLlVlyGVtvuVnXHusKbXruL88JUZsuqFem,2012-12-17 15:21:08.000000,12,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772459
Celebrating 1 Billion!,PLlVlyGVtvuVlr8CUXc90fpU4TIhQq2iZW,2012-12-03 01:57:26.000000,25,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772552
Upcoming Live NBA D-League Games,PLlVlyGVtvuVk2-uIrREa2s2eeSyK-xBfj,2012-11-27 16:38:09.000000,2,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772621
Best Ankle-Breakers from the 2012-2013 Season!,PLlVlyGVtvuVnzmpPiU_X1tq59ZLFhpY7v,2012-11-21 03:50:34.000000,34,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772682
Best Posterizing Dunks of the 2012-2013 Season!,PLlVlyGVtvuVmuof6c_y3jqbmw2vFX8y8j,2012-11-19 01:46:57.000000,70,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772740
2012-13 Game-Winners!,PLlVlyGVtvuVntf5cFWu_MJl4T9ljZmWmh,2012-11-02 05:27:33.000000,54,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772797
NBA Rooks,PLlVlyGVtvuVk9yrBhEoTvOryLkOoaBeII,2012-10-12 00:10:07.000000,65,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772854
NBA's Best Videos from the 2014 Season,PLlVlyGVtvuVma1aFD1WxGfHcG9wj88-LH,2012-10-10 01:55:32.000000,28,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.772910
Finals Favorites,PL1CDC60C12D965676,2012-06-19 22:23:42.000000,22,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773026
NBA Finals BIG,PL63DD60EBBCE23955,2012-06-18 19:02:15.000000,2,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773092
Player Profiles,PLFA0F0ABA658A88D0,2012-06-01 15:11:02.000000,14,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773149
2012 NBA Mini-Movies,PLE359A9DF058D30BB,2012-05-15 22:44:07.000000,14,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773205
NBA Top 10's of 2011-2012,PLB2F63866773CB519,2012-04-30 01:19:26.000000,60,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773260
2012 NBA Playoffs Favorites!,PL1B4128E356FFC77B,2012-04-29 14:14:32.000000,21,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773316
Best of the 2012 NBA Season,PL305813458823CCB7,2012-03-05 15:59:04.000000,13,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773372
Linsanity,PLFE2DA107751E8FAE,2012-02-23 03:27:43.000000,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773428
Blake Griffin,PLBFE87F034F2FF4BE,2010-12-28 16:06:54.000000,47,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773484
Top 10's,PL59FBCC36C158B6E9,2010-10-13 20:08:15.000000,115,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773540
Sprite Slam Dunk Showdown,PL73C2371F9153D852,2009-07-01 17:30:31.000000,12,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773596
NBA Trick Shots,PL21B7D5DFBB727A07,2009-04-08 19:33:48.000000,46,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773651
Shaquille O'Neal,PL06215A196F4AA52F,2009-03-02 00:28:24.000000,21,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773708
Dwyane Wade,PL5EBA005EC73B127D,2009-02-25 22:01:40.000000,15,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773765
Dwight Howard,PLA9F59BE12604782D,2009-02-25 21:56:43.000000,26,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773822
Kobe Bryant,PLA0E024EA60CA69F1,2009-02-25 21:49:23.000000,53,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773878
LeBron James,PLFDB89198BBF4BE1F,2009-02-25 21:00:32.000000,61,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773935
NBA Cares,PL0FE2838E538BCA9F,2009-02-25 17:52:31.000000,10,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.773990
Sprite Slam Dunk,PL4EA849417E2A5752,2008-12-19 18:33:35.000000,33,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2019-12-29 16:07:35.774047
